MarkNo,CaptureNo,ScaleNo,ScaleNoMax,Period,AgeTotal,AgeRiver,AgeLake,Length,SmoltingStatus,MaturationStatus,SpawnStatus,Year,Sex,Origin,HatchYear,AgeAtSmolting,LengthAtSmolting,AgeAtMaturation,LengthAtMaturation,SpawnCount,CaptureYear
H 1190,1,1,1,Lake,9,4,5,800,1,1,1,1966,female,wild,1957,4,271,7,710,2,1966
H 1192,1,1,1,Lake,NA,NA,1,472,1,0,0,1965,female,wild,NA,NA,274,NA,610,1,1966
H 1192,1,1,1,Lake,NA,NA,2,610,1,1,1,1966,female,wild,NA,NA,274,NA,610,1,1966
H 1193,1,1,1,River,1,1,0,89,0,0,0,1960,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,River,2,2,0,150,0,0,0,1961,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,River,3,3,0,207,0,0,0,1962,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,River,4,4,0,253,1,0,0,1963,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,Lake,5,4,1,442,1,0,0,1964,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,Lake,6,4,2,602,1,0,0,1965,male,wild,1959,4,253,7,730,1,1966
H 1193,1,1,1,Lake,7,4,3,730,1,1,1,1966,male,wild,1959,4,253,7,730,1,1966
H 1195,1,1,1,River,1,1,0,53,0,0,0,1957,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,River,2,2,0,138,0,0,0,1958,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,River,3,3,0,200,0,0,0,1959,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,River,4,4,0,269,1,0,0,1960,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,5,4,1,456,1,0,0,1961,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,6,4,2,656,1,0,0,1962,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,7,4,3,772,1,0,0,1963,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,8,4,4,844,1,1,1,1964,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,9,4,5,850,1,1,0,1965,female,wild,1956,4,269,8,844,2,1966
H 1195,1,1,1,Lake,10,4,6,900,1,1,1,1966,female,wild,1956,4,269,8,844,2,1966
H 1196,1,1,1,River,1,1,0,61,0,0,0,1960,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,River,2,2,0,114,0,0,0,1961,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,River,3,3,0,164,0,0,0,1962,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,River,4,4,0,222,1,0,0,1963,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,Lake,5,4,1,369,1,0,0,1964,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,Lake,6,4,2,519,1,0,0,1965,female,wild,1959,4,222,7,655,1,1966
H 1196,1,1,1,Lake,7,4,3,655,1,1,1,1966,female,wild,1959,4,222,7,655,1,1966
H 1198,1,1,1,River,1,1,0,48,0,0,0,1961,female,wild,1960,4,260,6,527,1,1966
H 1198,1,1,1,River,2,2,0,112,0,0,0,1962,female,wild,1960,4,260,6,527,1,1966
H 1198,1,1,1,River,3,3,0,168,0,0,0,1963,female,wild,1960,4,260,6,527,1,1966
H 1198,1,1,1,River,4,4,0,260,1,0,0,1964,female,wild,1960,4,260,6,527,1,1966
H 1198,1,1,1,Lake,5,4,1,403,1,0,0,1965,female,wild,1960,4,260,6,527,1,1966
H 1198,1,1,1,Lake,6,4,2,527,1,1,1,1966,female,wild,1960,4,260,6,527,1,1966
H 1199,1,1,1,River,1,1,0,71,0,0,0,1961,female,wild,1960,3,247,6,680,1,1966
H 1199,1,1,1,River,2,2,0,175,0,0,0,1962,female,wild,1960,3,247,6,680,1,1966
H 1199,1,1,1,River,3,3,0,247,1,0,0,1963,female,wild,1960,3,247,6,680,1,1966
H 1199,1,1,1,Lake,4,3,1,439,1,0,0,1964,female,wild,1960,3,247,6,680,1,1966
H 1199,1,1,1,Lake,5,3,2,565,1,0,0,1965,female,wild,1960,3,247,6,680,1,1966
H 1199,1,1,1,Lake,6,3,3,680,1,1,1,1966,female,wild,1960,3,247,6,680,1,1966
H 1200,1,1,1,River,1,1,0,86,0,0,0,1960,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,River,2,2,0,198,0,0,0,1961,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,River,3,3,0,291,0,0,0,1962,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,River,4,4,0,377,1,0,0,1963,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,Lake,5,4,1,535,1,0,0,1964,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,Lake,6,4,2,661,1,0,0,1965,female,wild,1959,4,377,7,760,1,1966
H 1200,1,1,1,Lake,7,4,3,760,1,1,1,1966,female,wild,1959,4,377,7,760,1,1966
H 1624,1,1,1,River,1,1,0,38,0,0,0,1960,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,River,2,2,0,70,0,0,0,1961,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,River,3,3,0,116,0,0,0,1962,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,River,4,4,0,174,1,0,0,1963,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,Lake,5,4,1,337,1,0,0,1964,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,Lake,6,4,2,491,1,0,0,1965,female,wild,1959,4,174,7,660,1,1966
H 1624,1,1,1,Lake,7,4,3,660,1,1,1,1966,female,wild,1959,4,174,7,660,1,1966
H 1625,1,1,1,River,1,1,0,99,0,0,0,1955,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,River,2,2,0,183,0,0,0,1956,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,River,3,3,0,244,0,0,0,1957,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,River,4,4,0,282,0,0,0,1958,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,River,5,5,0,374,1,0,0,1959,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,6,5,1,527,1,0,0,1960,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,7,5,2,656,1,0,0,1961,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,8,5,3,756,1,1,1,1962,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,9,5,4,763,1,1,0,1963,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,10,5,5,817,1,1,1,1964,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,11,5,6,832,1,1,0,1965,male,wild,1954,5,374,8,756,3,1966
H 1625,1,1,1,Lake,12,5,7,870,1,1,1,1966,male,wild,1954,5,374,8,756,3,1966
H 1627,1,1,1,River,1,1,0,77,0,0,0,1962,female,wild,1961,4,284,5,431,1,1966
H 1627,1,1,1,River,2,2,0,163,0,0,0,1963,female,wild,1961,4,284,5,431,1,1966
H 1627,1,1,1,River,3,3,0,226,0,0,0,1964,female,wild,1961,4,284,5,431,1,1966
H 1627,1,1,1,River,4,4,0,284,1,0,0,1965,female,wild,1961,4,284,5,431,1,1966
H 1627,1,1,1,Lake,5,4,1,431,1,1,1,1966,female,wild,1961,4,284,5,431,1,1966
H 1628,1,1,1,River,1,1,0,45,0,0,0,1958,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,River,2,2,0,113,0,0,0,1959,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,River,3,3,0,184,0,0,0,1960,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,River,4,4,0,238,1,0,0,1961,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,Lake,5,4,1,422,1,0,0,1962,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,Lake,6,4,2,533,1,0,0,1963,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,Lake,7,4,3,632,1,1,1,1964,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,Lake,8,4,4,641,1,1,0,1965,female,wild,1957,4,238,7,632,2,1966
H 1628,1,1,1,Lake,9,4,5,720,1,1,1,1966,female,wild,1957,4,238,7,632,2,1966
H 1629,1,1,1,River,1,1,0,68,0,0,0,1958,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,River,2,2,0,137,0,0,0,1959,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,River,3,3,0,199,0,0,0,1960,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,River,4,4,0,256,1,0,0,1961,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,Lake,5,4,1,369,1,0,0,1962,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,Lake,6,4,2,488,1,0,0,1963,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,Lake,7,4,3,622,1,1,1,1964,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,Lake,8,4,4,646,1,1,0,1965,male,wild,1957,4,256,7,622,2,1966
H 1629,1,1,1,Lake,9,4,5,750,1,1,1,1966,male,wild,1957,4,256,7,622,2,1966
H 1630,1,1,1,River,1,1,0,37,0,0,0,1961,male,wild,1960,3,171,6,433,1,1966
H 1630,1,1,1,River,2,2,0,113,0,0,0,1962,male,wild,1960,3,171,6,433,1,1966
H 1630,1,1,1,River,3,3,0,171,1,0,0,1963,male,wild,1960,3,171,6,433,1,1966
H 1630,1,1,1,Lake,4,3,1,272,1,0,0,1964,male,wild,1960,3,171,6,433,1,1966
H 1630,1,1,1,Lake,5,3,2,333,1,0,0,1965,male,wild,1960,3,171,6,433,1,1966
H 1630,1,1,1,Lake,6,3,3,433,1,1,1,1966,male,wild,1960,3,171,6,433,1,1966
H 1632,1,1,1,River,1,1,0,38,0,0,0,1958,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,River,2,2,0,92,0,0,0,1959,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,River,3,3,0,135,0,0,0,1960,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,River,4,4,0,158,1,0,0,1961,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,Lake,5,4,1,276,1,0,0,1962,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,Lake,6,4,2,352,1,0,0,1963,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,Lake,7,4,3,420,1,0,0,1964,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,Lake,8,4,4,494,1,0,0,1965,male,wild,1957,4,158,9,579,1,1966
H 1632,1,1,1,Lake,9,4,5,579,1,1,1,1966,male,wild,1957,4,158,9,579,1,1966
H 1634,1,1,1,River,1,1,0,54,0,0,0,1961,female,wild,1960,3,215,6,590,1,1966
H 1634,1,1,1,River,2,2,0,136,0,0,0,1962,female,wild,1960,3,215,6,590,1,1966
H 1634,1,1,1,River,3,3,0,215,1,0,0,1963,female,wild,1960,3,215,6,590,1,1966
H 1634,1,1,1,Lake,4,3,1,382,1,0,0,1964,female,wild,1960,3,215,6,590,1,1966
H 1634,1,1,1,Lake,5,3,2,482,1,0,0,1965,female,wild,1960,3,215,6,590,1,1966
H 1634,1,1,1,Lake,6,3,3,590,1,1,1,1966,female,wild,1960,3,215,6,590,1,1966
H 1635,1,1,1,River,1,1,0,56,0,0,0,1960,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,River,2,2,0,127,0,0,0,1961,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,River,3,3,0,199,0,0,0,1962,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,River,4,4,0,245,1,0,0,1963,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,Lake,5,4,1,413,1,0,0,1964,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,Lake,6,4,2,530,1,0,0,1965,male,wild,1959,4,245,7,650,1,1966
H 1635,1,1,1,Lake,7,4,3,650,1,1,1,1966,male,wild,1959,4,245,7,650,1,1966
H 1636,1,1,1,River,1,1,0,59,0,0,0,1955,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,River,2,2,0,96,0,0,0,1956,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,River,3,3,0,140,0,0,0,1957,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,River,4,4,0,183,0,0,0,1958,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,River,5,5,0,226,1,0,0,1959,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,6,5,1,428,1,0,0,1960,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,7,5,2,620,1,0,0,1961,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,8,5,3,720,1,1,1,1962,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,9,5,4,741,1,1,0,1963,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,10,5,5,776,1,1,1,1964,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,11,5,6,788,1,1,0,1965,female,wild,1954,5,226,8,720,3,1966
H 1636,1,1,1,Lake,12,5,7,850,1,1,1,1966,female,wild,1954,5,226,8,720,3,1966
H 1638,1,1,1,River,1,1,0,81,0,0,0,1959,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,River,2,2,0,152,0,0,0,1960,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,River,3,3,0,230,0,0,0,1961,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,River,4,4,0,296,1,0,0,1962,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,Lake,5,4,1,570,1,0,0,1963,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,Lake,6,4,2,674,1,1,1,1964,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,Lake,7,4,3,681,1,1,0,1965,female,wild,1958,4,296,6,674,2,1966
H 1638,1,1,1,Lake,8,4,4,770,1,1,1,1966,female,wild,1958,4,296,6,674,2,1966
H 1641,1,1,1,River,1,1,0,45,0,0,0,1955,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,River,2,2,0,90,0,0,0,1956,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,River,3,3,0,150,0,0,0,1957,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,River,4,4,0,220,0,0,0,1958,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,River,5,5,0,280,1,0,0,1959,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,6,5,1,410,1,0,0,1960,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,7,5,2,550,1,0,0,1961,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,8,5,3,660,1,1,1,1962,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,9,5,4,670,1,1,0,1963,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,10,5,5,750,1,1,1,1964,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,11,5,6,760,1,1,0,1965,female,wild,1954,5,280,8,660,3,1966
H 1641,1,1,1,Lake,12,5,7,810,1,1,1,1966,female,wild,1954,5,280,8,660,3,1966
H 1642,1,1,1,River,1,1,0,56,0,0,0,1958,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,River,2,2,0,117,0,0,0,1959,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,River,3,3,0,179,0,0,0,1960,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,River,4,4,0,218,1,0,0,1961,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,Lake,5,4,1,369,1,0,0,1962,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,Lake,6,4,2,561,1,0,0,1963,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,Lake,7,4,3,690,1,1,1,1964,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,Lake,8,4,4,751,1,1,0,1965,female,wild,1957,4,218,7,690,2,1966
H 1642,1,1,1,Lake,9,4,5,810,1,1,1,1966,female,wild,1957,4,218,7,690,2,1966
H 1643,1,1,1,River,1,1,0,49,0,0,0,1958,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,River,2,2,0,115,0,0,0,1959,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,River,3,3,0,223,0,0,0,1960,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,River,4,4,0,295,1,0,0,1961,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,Lake,5,4,1,518,1,0,0,1962,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,Lake,6,4,2,646,1,0,0,1963,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,Lake,7,4,3,768,1,1,1,1964,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,Lake,8,4,4,781,1,1,0,1965,female,wild,1957,4,295,7,768,2,1966
H 1643,1,1,1,Lake,9,4,5,820,1,1,1,1966,female,wild,1957,4,295,7,768,2,1966
H 1644,1,1,1,Lake,NA,NA,1,429,1,0,0,1965,male,wild,NA,NA,259,NA,580,1,1966
H 1644,1,1,1,Lake,NA,NA,2,580,1,1,1,1966,male,wild,NA,NA,259,NA,580,1,1966
H 1646,1,1,1,River,1,1,0,55,0,0,0,1955,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,River,2,2,0,121,0,0,0,1956,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,River,3,3,0,209,0,0,0,1957,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,River,4,4,0,274,1,0,0,1958,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,5,4,1,473,1,0,0,1959,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,6,4,2,643,1,0,0,1960,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,7,4,3,760,1,0,0,1961,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,8,4,4,848,1,1,1,1962,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,9,4,5,861,1,1,0,1963,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,10,4,6,891,1,1,1,1964,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,11,4,7,901,1,1,0,1965,male,wild,1954,4,274,8,848,3,1966
H 1646,1,1,1,Lake,12,4,8,930,1,1,1,1966,male,wild,1954,4,274,8,848,3,1966
H 1647,1,1,1,River,1,1,0,79,0,0,0,1961,female,wild,1960,4,290,6,550,1,1966
H 1647,1,1,1,River,2,2,0,165,0,0,0,1962,female,wild,1960,4,290,6,550,1,1966
H 1647,1,1,1,River,3,3,0,231,0,0,0,1963,female,wild,1960,4,290,6,550,1,1966
H 1647,1,1,1,River,4,4,0,290,1,0,0,1964,female,wild,1960,4,290,6,550,1,1966
H 1647,1,1,1,Lake,5,4,1,435,1,0,0,1965,female,wild,1960,4,290,6,550,1,1966
H 1647,1,1,1,Lake,6,4,2,550,1,1,1,1966,female,wild,1960,4,290,6,550,1,1966
H 1648,1,1,1,River,1,1,0,43,0,0,0,1955,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,River,2,2,0,101,0,0,0,1956,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,River,3,3,0,195,0,0,0,1957,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,River,4,4,0,281,1,0,0,1958,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,5,4,1,411,1,0,0,1959,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,6,4,2,584,1,0,0,1960,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,7,4,3,750,1,0,0,1961,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,8,4,4,865,1,1,1,1962,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,9,4,5,880,1,1,0,1963,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,10,4,6,894,1,1,1,1964,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,11,4,7,908,1,1,0,1965,male,wild,1954,4,281,8,865,3,1966
H 1648,1,1,1,Lake,12,4,8,930,1,1,1,1966,male,wild,1954,4,281,8,865,3,1966
H 1649,1,1,1,River,1,1,0,60,0,0,0,1955,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,River,2,2,0,127,0,0,0,1956,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,River,3,3,0,187,0,0,0,1957,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,River,4,4,0,259,1,0,0,1958,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,5,4,1,464,1,0,0,1959,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,6,4,2,651,1,0,0,1960,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,7,4,3,807,1,0,0,1961,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,8,4,4,874,1,1,1,1962,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,9,4,5,886,1,1,0,1963,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,10,4,6,910,1,1,1,1964,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,11,4,7,922,1,1,0,1965,female,wild,1954,4,259,8,874,3,1966
H 1649,1,1,1,Lake,12,4,8,940,1,1,1,1966,female,wild,1954,4,259,8,874,3,1966
H 1650,1,1,1,River,1,1,0,37,0,0,0,1956,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,River,2,2,0,106,0,0,0,1957,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,River,3,3,0,168,0,0,0,1958,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,River,4,4,0,261,1,0,0,1959,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,5,4,1,404,1,0,0,1960,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,6,4,2,572,1,0,0,1961,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,7,4,3,684,1,1,1,1962,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,8,4,4,716,1,1,0,1963,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,9,4,5,790,1,1,1,1964,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,10,4,6,809,1,1,0,1965,female,wild,1955,4,261,7,684,3,1966
H 1650,1,1,1,Lake,11,4,7,840,1,1,1,1966,female,wild,1955,4,261,7,684,3,1966
H 1651,1,1,1,Lake,NA,NA,1,474,1,0,0,1962,female,wild,NA,NA,237,NA,732,2,1966
H 1651,1,1,1,Lake,NA,NA,2,627,1,0,0,1963,female,wild,NA,NA,237,NA,732,2,1966
H 1651,1,1,1,Lake,NA,NA,3,732,1,1,1,1964,female,wild,NA,NA,237,NA,732,2,1966
H 1651,1,1,1,Lake,NA,NA,4,752,1,1,0,1965,female,wild,NA,NA,237,NA,732,2,1966
H 1651,1,1,1,Lake,NA,NA,5,850,1,1,1,1966,female,wild,NA,NA,237,NA,732,2,1966
H 1653,1,1,1,Lake,NA,NA,1,324,1,0,0,1963,male,wild,NA,NA,232,NA,750,1,1966
H 1653,1,1,1,Lake,NA,NA,2,472,1,0,0,1964,male,wild,NA,NA,232,NA,750,1,1966
H 1653,1,1,1,Lake,NA,NA,3,602,1,0,0,1965,male,wild,NA,NA,232,NA,750,1,1966
H 1653,1,1,1,Lake,NA,NA,4,750,1,1,1,1966,male,wild,NA,NA,232,NA,750,1,1966
H 1654,1,1,1,River,1,1,0,54,0,0,0,1955,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,River,2,2,0,128,0,0,0,1956,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,River,3,3,0,211,0,0,0,1957,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,River,4,4,0,292,1,0,0,1958,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,5,4,1,459,1,0,0,1959,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,6,4,2,646,1,1,1,1960,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,7,4,3,667,1,1,0,1961,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,8,4,4,700,1,1,1,1962,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,9,4,5,715,1,1,0,1963,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,10,4,6,763,1,1,1,1964,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,11,4,7,786,1,1,0,1965,female,wild,1954,4,292,6,646,4,1966
H 1654,1,1,1,Lake,12,4,8,840,1,1,1,1966,female,wild,1954,4,292,6,646,4,1966
H 1655,1,1,1,River,1,1,0,40,0,0,0,1958,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,River,2,2,0,86,0,0,0,1959,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,River,3,3,0,129,0,0,0,1960,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,River,4,4,0,169,0,0,0,1961,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,River,5,5,0,203,1,0,0,1962,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,Lake,6,5,1,261,1,0,0,1963,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,Lake,7,5,2,315,1,0,0,1964,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,Lake,8,5,3,421,1,0,0,1965,male,wild,1957,5,203,9,496,1,1966
H 1655,1,1,1,Lake,9,5,4,496,1,1,1,1966,male,wild,1957,5,203,9,496,1,1966
H 1656,1,1,1,River,1,1,0,68,0,0,0,1956,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,River,2,2,0,114,0,0,0,1957,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,River,3,3,0,198,0,0,0,1958,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,River,4,4,0,266,1,0,0,1959,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,5,4,1,456,1,0,0,1960,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,6,4,2,616,1,0,0,1961,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,7,4,3,760,1,1,1,1962,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,8,4,4,775,1,1,0,1963,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,9,4,5,866,1,1,1,1964,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,10,4,6,889,1,1,0,1965,female,wild,1955,4,266,7,760,3,1966
H 1656,1,1,1,Lake,11,4,7,950,1,1,1,1966,female,wild,1955,4,266,7,760,3,1966
H 1657,1,1,1,River,1,1,0,79,0,0,0,1961,female,wild,1960,3,283,6,720,1,1966
H 1657,1,1,1,River,2,2,0,193,0,0,0,1962,female,wild,1960,3,283,6,720,1,1966
